"시도","시군구","성별","한국계 중국인","중      국","베  트  남","우즈베키스탄","캄 보 디 아","필  리  핀","인도네시아","네      팔","태      국","스 리 랑 카","미      국","미  얀  마","일      본","몽      골","(타  이  완)","방글라데시","파 키 스 탄","카자흐스탄","인      도","러시아(연방)","캐  나  다","키 르 기 즈","영      국","프  랑  스","이  집  트","우크라이나","말레이시아","독      일","나이지리아","남아프리카 공화국","동 티 모 르","(홍      콩)","오스트레일리아","시  리  아","이      란","가      나","사우디아라비아","카  메  룬","터      키","싱 가 포 르","뉴 질 랜 드","에티오피아","브  라  질","노 르 웨 이","이 탈 리 아","라  오  스","모  로  코","우  간  다","아 일 랜 드","한국계 러시아인","스  페  인","네 덜 란 드","멕  시  코","예     멘","아랍에미리트연합","타지키스탄","스  웨  덴","폴  란  드","라이베리아","케      냐","이  라  크","요  르  단","세  네  갈","벨  기  에","페      루","수      단","콜 롬 비 아","아프가니스탄","스  위  스","루 마 니 아","에 콰 도 르","리  비  아","덴  마  크","르  완  다","핀  란  드","그  리  스","벨 로 루 시","오스트리아","콩고민주공화국","탄 자 니 아","알  제  리","기      니","코트디부아르","말      리","튀  니  지","헝  가  리","아제르바이잔","이 스 라 엘","베네수엘라","칠      레","불 가 리 아","체      코","앙  골  라","아르헨티나","포 르 투 갈","(마  카  오)","투르크메니스탄","감  비  아","잠  비  아","쿠 웨 이 트","과 테 말 라","부  룬  디","짐 바 브 웨","크로아티아","아르메니아","리투아니아","파 라 과 이","브 루 나 이","세르비아","볼 리 비 아","도미니카공화국","엘살바도르","오      만","가      봉","코스타리카","파  나  마","슬로바키아","팔레스타인","피      지","온 두 라 스","몰  도  바","부르키나파소","조 지 아","슬로베니아","시에라리온","자 메 이 카","모 잠 비 크","라 트 비 아","토      고","레  바  논","니 카 라 과","말  라  위","우 루 과 이","마다가스카르","부      탄","모 리 셔 스","아  이  티","쿠      바","콩      고","남수단공화국","아이슬란드","키 프 로 스","알 바 니 아","에스토니아","트리니다드토바고","베      냉","기니비사우","차      드","에리트레아","모 리 타 니","(영국 외지민)","룩셈부르크","소 말 리 아","마케도니아","솔로몬군도","바  레  인","보 츠 와 나","중앙 아프리카 공화국","카  타  르","바  하  마","바베이도스","니  제  르","세인트크리스토퍼 네비스","벨  리  즈","몬테네그로","보스니아-헤르체고비나","파푸아뉴기니","몰      타","코  모  로","가 이 아 나","몰  디  브","레  소  토","수  리  남","코소보","스와질란드","키 리 바 시","통      가","나  우  루","바 누 아 투","세인트루시아","팔  라  우","나 미 비 아","적 도 기 니","도미니카연방","카보베르데","그 레 나 다","기타"
"경상남도","창원시 성산구","여","163","228","291","51","12","74","4","4","21","1","28","1","127","10","8","0","7","15","3","5","9","6","2","0","0","4","2","0","1","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","창원시 의창구","남","381","289","657","82","144","176","164","66","35","127","17","64","15","46","8","11","87","0","12","3","8","6","5","8","2","1","1","5","4","1","0","3","1","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","창원시 의창구","여","273","329","471","29","66","58","3","22","19","0","12","0","98","32","15","0","7","0","2","11","5","6","3","0","1","2","0","4","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","5","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","창원시 진해구","남","317","159","388","340","113","78","226","26","42","122","39","51","11","6","14","11","18","25","6","8","1","4","10","3","1","7","0","4","0","3","0","0","2","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","창원시 진해구","여","283","260","301","46","29","61","11","3","15","5","30","1","32","8","8","0","0","15","1","21","3","4","4","1","0","3","4","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","통영시","남","167","233","788","103","57","8","1028","42","11","242","12","11","1","13","4","6","14","3","1","0","4","3","4","0","0","0","0","2","0","3","148","0","0","0","0","0","0","0","1","1","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","통영시","여","134","123","321","10","55","42","3","5","11","1","10","0","25","12","3","1","0","1","0","2","4","0","3","1","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","하동군","남","7","11","67","0","18","2","28","20","0","42","0","17","0","2","3","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","하동군","여","12","30","153","3","59","18","1","14","8","0","7","0","10","4","2","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","함안군","남","129","69","617","324","290","205","353","263","117","248","3","112","2","17","7","60","124","3","2","7","0","7","0","0","4","1","0","0","0","9","4","0","0","16","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","함안군","여","70","85","270","22","35","36","10","6","9","6","1","0","22","6","2","1","1","2","0","4","2","5","2","0","1","0","0","0","0","2","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","함양군","남","10","18","50","15","17","4","21","21","3","11","1","6","1","1","1","7","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","함양군","여","14","28","68","4","24","8","0","25","8","0","2","0","18","4","1","0","0","0","1","1","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","합천군","남","12","7","46","16","11","8","10","72","14","15","5","29","1","0","4","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도","합천군","여","9","24","120","1","33","20","9","7","13","0","5","0","23","6","6","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상북도","경산시","남","183","875","1215","504","189","163","439","280","103","272","90","137","16","145","15","119","205","35","136","12","20","4","17","6","6","6","1","4","9","12","2","0","5","3","4","10","14","0","3","0","3","15","7","1","0","2","1","4","1","0","2","2","6","0","0","3","0","0","0","5","1","0","1","0","0","0","0","11","1","0","1","1","0","14","1","0","0","0","10","6","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","1","0","3","0","0","0","0","1","0","1","0","0","0","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"경상북도","경산시","여","167","1035","1297","123","97","162","125","51","43","44","49","14","70","166","33","17","20","17","75","20","7","12","3","8","4","6","15","0","5","1","3","0","3","3","3","2","7","2","2","3","1","2","6","0","0","7","1","5","0","1","1","2","6","0","0","1","6","1","0","5","0","0","1","0","0","0","3","0","0","0","2","0","0","6","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","2","0","2","3","0","0","0","0","0","3","0","0","0","1","0","1","0","0","3","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"경상북도","경주시","남","564","541","1494","774","376","237","444","248","102","502","27","203","13","74","23","109","52","332","51","60","15","82","7","2","156","63","2","5","0","10","7","1","2","1","2","1","0","2","1","0","2","0","0","0","0","0","2","0","3","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
