"시도","시군구","성별","문화예술(D-1)","구직(D-10)","유학(D-2)","기술연수(D-3)","일반연수(D-4)","취재(D-5)","종교(D-6)","주재(D-7)","기업투자(D-8)","무역경영(D-9)","교수(E-1)","선원취업(E-10)","회화(E-2)","연구(E-3)","기술지도(E-4)","전문직업(E-5)","예술흥행(E-6)","특정활동(E-7)","비전문취업(E-9)","방문동거(F-1)","거주(F-2)","동반(F-3)","영주(F-5)","결혼이민(F-6)","기타(G-1)","관광취업(H-1)","방문취업(H-2)","기타"
"충청북도","괴산군","여","0","0","38","0","6","0","0","0","0","0","0","0","4","0","0","0","0","0","41","43","4","1","28","107","0","0","18","0"
"충청북도","단양군","남","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","76","19","4","0","5","5","0","0","6","0"
"충청북도","단양군","여","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","27","4","0","16","63","0","0","5","0"
"충청북도","보은군","남","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","2","152","38","0","2","7","3","4","0","33","0"
"충청북도","보은군","여","0","0","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","1","20","54","7","3","20","119","2","0","7","0"
"충청북도","영동군","남","0","0","10","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","189","36","2","0","9","7","2","0","18","0"
"충청북도","영동군","여","0","1","16","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","9","59","16","0","36","130","0","0","11","0"
"충청북도","옥천군","남","0","1","0","1","0","0","0","0","0","0","1","0","5","0","0","0","0","2","312","45","6","0","15","7","14","0","32","0"
"충청북도","옥천군","여","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","26","72","11","0","24","154","1","0","8","0"
"충청북도","음성군","남","0","1","21","1","11","0","4","0","6","2","0","0","6","2","0","0","0","27","4519","246","42","7","156","42","255","0","1111","1"
"충청북도","음성군","여","0","4","28","1","9","0","3","0","0","0","0","0","8","1","0","0","0","2","531","379","53","13","186","471","19","0","579","0"
"충청북도","제천시","남","1","3","61","0","59","0","1","0","0","0","5","0","17","0","0","0","0","4","303","86","12","4","70","26","3","0","64","1"
"충청북도","제천시","여","0","3","60","0","65","0","3","0","0","0","2","0","19","0","0","0","2","0","23","132","27","9","100","277","0","0","34","0"
"충청북도","증평군","남","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","7","150","28","10","1","21","17","8","0","80","0"
"충청북도","증평군","여","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","1","19","63","6","3","58","141","0","0","51","0"
"충청북도","진천군","남","0","1","2","6","5","0","0","0","5","1","0","0","6","0","0","0","2","26","2489","234","31","5","100","57","230","0","808","0"
"충청북도","진천군","여","0","1","3","8","5","0","0","0","0","2","0","0","11","1","0","0","1","1","177","373","45","10","126","327","36","0","440","0"
"충청북도","청주시 상당구","남","0","1","26","0","5","0","0","0","2","0","2","0","7","0","0","0","0","14","188","75","15","2","74","22","9","0","91","1"
"충청북도","청주시 상당구","여","0","2","7","0","1","0","1","0","0","0","1","0","14","0","0","0","1","5","14","132","30","2","147","303","2","1","67","0"
"충청북도","청주시 서원구","남","0","5","304","0","67","0","4","0","0","0","7","0","32","11","0","0","0","18","296","124","17","21","47","36","16","1","273","1"
"충청북도","청주시 서원구","여","0","6","323","0","53","0","2","0","0","0","2","0","35","4","0","0","0","4","4","170","26","39","75","207","11","1","200","2"
"충청북도","청주시 청원구","남","1","7","235","6","147","0","1","1","43","0","16","0","31","16","0","0","0","35","996","118","33","20","90","53","19","0","295","0"
"충청북도","청주시 청원구","여","2","8","224","2","102","0","6","0","0","0","3","0","20","0","0","0","3","11","88","205","39","36","139","327","8","1","217","0"
"충청북도","청주시 흥덕구","남","0","8","263","6","105","0","2","0","10","2","1","0","29","12","0","0","0","60","742","322","33","48","168","94","34","0","682","1"
"충청북도","청주시 흥덕구","여","0","18","237","32","102","0","2","2","0","1","1","0","41","1","0","0","3","9","113","419","79","66","240","523","9","0","493","0"
"충청북도","충주시","남","2","6","254","5","396","0","1","0","4","35","4","0","12","1","0","0","0","11","1753","136","12","9","97","62","67","0","322","1"
"충청북도","충주시","여","0","5","277","0","202","0","2","0","2","0","1","0","20","0","0","0","9","1","291","220","39","12","147","451","14","0","160","0"
