"id","location","gender","country","country_total"
2204,광진구,여,기니비사우,0
2205,광진구,여,차드,0
2206,광진구,여,에리트레아,0
2207,광진구,여,모리타니,0
2208,광진구,여,(영국외지민),0
2209,광진구,여,룩셈부르크,0
2210,광진구,여,소말리아,0
2211,광진구,여,마케도니아,0
2212,광진구,여,솔로몬군도,0
2213,광진구,여,바레인,0
2214,광진구,여,보츠와나,0
2215,광진구,여,중앙아프리카공화국,0
2216,광진구,여,카타르,0
2217,광진구,여,바하마,0
2218,광진구,여,바베이도스,0
2219,광진구,여,니제르,0
2220,광진구,여,세인트크리스토퍼네비스,0
2221,광진구,여,벨리즈,0
2222,광진구,여,몬테네그로,0
2223,광진구,여,보스니아-헤르체고비나,0
2224,광진구,여,파푸아뉴기니,0
2225,광진구,여,몰타,0
2226,광진구,여,코모로,0
2227,광진구,여,가이아나,0
2228,광진구,여,몰디브,0
2229,광진구,여,레소토,0
2230,광진구,여,수리남,0
2231,광진구,여,코소보,0
2232,광진구,여,스와질란드,0
2233,광진구,여,키리바시,0
2234,광진구,여,통가,0
2235,광진구,여,나우루,0
2236,광진구,여,바누아투,0
2237,광진구,여,세인트루시아,0
2238,광진구,여,팔라우,0
2239,광진구,여,나미비아,0
2240,광진구,여,적도기니,0
2241,광진구,여,도미니카연방,0
2242,광진구,여,카보베르데,0
2243,광진구,여,그레나다,0
2244,광진구,여,기타,2
2245,구로구,남,한국계중국인,13791
2246,구로구,남,중국,2735
2247,구로구,남,베트남,151
2248,구로구,남,우즈베키스탄,17
2249,구로구,남,캄보디아,34
2250,구로구,남,필리핀,45
2251,구로구,남,인도네시아,13
2252,구로구,남,네팔,8
2253,구로구,남,태국,12
2254,구로구,남,스리랑카,17
2255,구로구,남,미국,62
2256,구로구,남,미얀마,62
2257,구로구,남,일본,56
2258,구로구,남,몽골,28
2259,구로구,남,(타이완),85
2260,구로구,남,방글라데시,24
2261,구로구,남,파키스탄,35
2262,구로구,남,카자흐스탄,21
2263,구로구,남,인도,24
2264,구로구,남,러시아(연방),5
2265,구로구,남,캐나다,16
2266,구로구,남,키르기즈,4
2267,구로구,남,영국,20
2268,구로구,남,프랑스,9
2269,구로구,남,이집트,4
2270,구로구,남,우크라이나,1
2271,구로구,남,말레이시아,30
2272,구로구,남,독일,4
2273,구로구,남,나이지리아,4
2274,구로구,남,남아프리카공화국,1
2275,구로구,남,동티모르,0
2276,구로구,남,(홍콩),5
2277,구로구,남,오스트레일리아,10
2278,구로구,남,시리아,1
2279,구로구,남,이란,2
2280,구로구,남,가나,0
2281,구로구,남,사우디아라비아,1
2282,구로구,남,카메룬,0
2283,구로구,남,터키,3
2284,구로구,남,싱가포르,1
2285,구로구,남,뉴질랜드,2
2286,구로구,남,에티오피아,0
2287,구로구,남,브라질,2
2288,구로구,남,노르웨이,0
2289,구로구,남,이탈리아,3
2290,구로구,남,라오스,0
2291,구로구,남,모로코,2
2292,구로구,남,우간다,1
2293,구로구,남,아일랜드,1
2294,구로구,남,한국계러시아인,1
2295,구로구,남,스페인,0
2296,구로구,남,네덜란드,0
2297,구로구,남,멕시코,2
2298,구로구,남,예멘,0
2299,구로구,남,아랍에미리트연합,0
2300,구로구,남,타지키스탄,0
2301,구로구,남,스웨덴,3
2302,구로구,남,폴란드,0
2303,구로구,남,라이베리아,1
2304,구로구,남,케냐,1
2305,구로구,남,이라크,0
2306,구로구,남,요르단,0
2307,구로구,남,세네갈,0
2308,구로구,남,벨기에,1
2309,구로구,남,페루,0
2310,구로구,남,수단,0
2311,구로구,남,콜롬비아,0
2312,구로구,남,아프가니스탄,1
2313,구로구,남,스위스,2
2314,구로구,남,루마니아,2
2315,구로구,남,에콰도르,0
2316,구로구,남,리비아,0
2317,구로구,남,덴마크,0
2318,구로구,남,르완다,1
2319,구로구,남,핀란드,1
2320,구로구,남,그리스,0
2321,구로구,남,벨로루시,1
2322,구로구,남,오스트리아,1
2323,구로구,남,콩고민주공화국,0
2324,구로구,남,탄자니아,4
2325,구로구,남,알제리,1
2326,구로구,남,기니,0
2327,구로구,남,코트디부아르,0
2328,구로구,남,말리,3
2329,구로구,남,튀니지,0
2330,구로구,남,헝가리,0
2331,구로구,남,아제르바이잔,3
2332,구로구,남,이스라엘,0
2333,구로구,남,베네수엘라,0
2334,구로구,남,칠레,0
2335,구로구,남,불가리아,0
2336,구로구,남,체코,0
2337,구로구,남,앙골라,0
2338,구로구,남,아르헨티나,0
2339,구로구,남,포르투갈,1
2340,구로구,남,(마카오),0
2341,구로구,남,투르크메니스탄,0
2342,구로구,남,감비아,0
2343,구로구,남,잠비아,0
2344,구로구,남,쿠웨이트,0
2345,구로구,남,과테말라,0
2346,구로구,남,부룬디,0
2347,구로구,남,짐바브웨,0
2348,구로구,남,크로아티아,0
2349,구로구,남,아르메니아,0
2350,구로구,남,리투아니아,0
2351,구로구,남,파라과이,0
2352,구로구,남,브루나이,0
2353,구로구,남,세르비아,0
2354,구로구,남,볼리비아,0
2355,구로구,남,도미니카공화국,0
2356,구로구,남,엘살바도르,0
2357,구로구,남,오만,0
2358,구로구,남,가봉,0
2359,구로구,남,코스타리카,0
2360,구로구,남,파나마,0
2361,구로구,남,슬로바키아,0
2362,구로구,남,팔레스타인,0
2363,구로구,남,피지,0
2364,구로구,남,온두라스,0
2365,구로구,남,몰도바,0
2366,구로구,남,부르키나파소,0
2367,구로구,남,조지아,0
2368,구로구,남,슬로베니아,0
2369,구로구,남,시에라리온,0
2370,구로구,남,자메이카,0
2371,구로구,남,모잠비크,0
2372,구로구,남,라트비아,0
2373,구로구,남,토고,0
2374,구로구,남,레바논,0
2375,구로구,남,니카라과,0
2376,구로구,남,말라위,0
2377,구로구,남,우루과이,0
2378,구로구,남,마다가스카르,0
2379,구로구,남,부탄,0
2380,구로구,남,모리셔스,0
2381,구로구,남,아이티,0
2382,구로구,남,쿠바,0
2383,구로구,남,콩고,0
2384,구로구,남,남수단공화국,0
2385,구로구,남,아이슬란드,0
2386,구로구,남,키프로스,0
2387,구로구,남,알바니아,0
2388,구로구,남,에스토니아,0
2389,구로구,남,트리니다드토바고,0
2390,구로구,남,베냉,0
2391,구로구,남,기니비사우,0
2392,구로구,남,차드,0
2393,구로구,남,에리트레아,0
2394,구로구,남,모리타니,0
2395,구로구,남,(영국외지민),0
2396,구로구,남,룩셈부르크,0
2397,구로구,남,소말리아,0
2398,구로구,남,마케도니아,0
2399,구로구,남,솔로몬군도,0
2400,구로구,남,바레인,0
2401,구로구,남,보츠와나,0
2402,구로구,남,중앙아프리카공화국,0
2403,구로구,남,카타르,0
2404,구로구,남,바하마,0
2405,구로구,남,바베이도스,0
2406,구로구,남,니제르,0
2407,구로구,남,세인트크리스토퍼네비스,0
2408,구로구,남,벨리즈,0
2409,구로구,남,몬테네그로,0
2410,구로구,남,보스니아-헤르체고비나,0
2411,구로구,남,파푸아뉴기니,0
2412,구로구,남,몰타,0
2413,구로구,남,코모로,0
2414,구로구,남,가이아나,0
2415,구로구,남,몰디브,0
2416,구로구,남,레소토,0
2417,구로구,남,수리남,0
2418,구로구,남,코소보,0
2419,구로구,남,스와질란드,0
2420,구로구,남,키리바시,0
2421,구로구,남,통가,0
2422,구로구,남,나우루,0
2423,구로구,남,바누아투,0
2424,구로구,남,세인트루시아,0
2425,구로구,남,팔라우,0
2426,구로구,남,나미비아,0
2427,구로구,남,적도기니,0
2428,구로구,남,도미니카연방,0
2429,구로구,남,카보베르데,0
2430,구로구,남,그레나다,0
2431,구로구,남,기타,1
2432,구로구,여,한국계중국인,9107
2433,구로구,여,중국,3340
2434,구로구,여,베트남,299
2435,구로구,여,우즈베키스탄,13
2436,구로구,여,캄보디아,30
2437,구로구,여,필리핀,65
2438,구로구,여,인도네시아,11
2439,구로구,여,네팔,7
2440,구로구,여,태국,32
2441,구로구,여,스리랑카,1
2442,구로구,여,미국,33
2443,구로구,여,미얀마,25
2444,구로구,여,일본,152
2445,구로구,여,몽골,47
2446,구로구,여,(타이완),105
2447,구로구,여,방글라데시,2
2448,구로구,여,파키스탄,9
2449,구로구,여,카자흐스탄,4
2450,구로구,여,인도,7
2451,구로구,여,러시아(연방),20
2452,구로구,여,캐나다,7
2453,구로구,여,키르기즈,4
2454,구로구,여,영국,7
2455,구로구,여,프랑스,12
2456,구로구,여,이집트,0
2457,구로구,여,우크라이나,3
2458,구로구,여,말레이시아,25
2459,구로구,여,독일,4
2460,구로구,여,나이지리아,1
2461,구로구,여,남아프리카공화국,3
2462,구로구,여,동티모르,0
2463,구로구,여,(홍콩),16
2464,구로구,여,오스트레일리아,2
2465,구로구,여,시리아,0
2466,구로구,여,이란,0
2467,구로구,여,가나,0
2468,구로구,여,사우디아라비아,2
2469,구로구,여,카메룬,0
2470,구로구,여,터키,1
2471,구로구,여,싱가포르,1
2472,구로구,여,뉴질랜드,1
2473,구로구,여,에티오피아,0
2474,구로구,여,브라질,2
2475,구로구,여,노르웨이,0
2476,구로구,여,이탈리아,3
2477,구로구,여,라오스,4
2478,구로구,여,모로코,2
2479,구로구,여,우간다,0
2480,구로구,여,아일랜드,0
2481,구로구,여,한국계러시아인,0
2482,구로구,여,스페인,1
2483,구로구,여,네덜란드,1
2484,구로구,여,멕시코,1
2485,구로구,여,예멘,0
2486,구로구,여,아랍에미리트연합,0
2487,구로구,여,타지키스탄,0
2488,구로구,여,스웨덴,2
2489,구로구,여,폴란드,3
2490,구로구,여,라이베리아,0
2491,구로구,여,케냐,0
2492,구로구,여,이라크,0
2493,구로구,여,요르단,0
2494,구로구,여,세네갈,0
2495,구로구,여,벨기에,1
2496,구로구,여,페루,0
2497,구로구,여,수단,0
2498,구로구,여,콜롬비아,0
2499,구로구,여,아프가니스탄,0
2500,구로구,여,스위스,0
2501,구로구,여,루마니아,1
2502,구로구,여,에콰도르,0
2503,구로구,여,리비아,0
2504,구로구,여,덴마크,0
2505,구로구,여,르완다,0
2506,구로구,여,핀란드,0
2507,구로구,여,그리스,0
2508,구로구,여,벨로루시,1
2509,구로구,여,오스트리아,1
2510,구로구,여,콩고민주공화국,0
2511,구로구,여,탄자니아,0
2512,구로구,여,알제리,1
2513,구로구,여,기니,0
2514,구로구,여,코트디부아르,0
2515,구로구,여,말리,0
2516,구로구,여,튀니지,0
2517,구로구,여,헝가리,3
2518,구로구,여,아제르바이잔,0
2519,구로구,여,이스라엘,0
2520,구로구,여,베네수엘라,0
2521,구로구,여,칠레,0
2522,구로구,여,불가리아,0
2523,구로구,여,체코,1
2524,구로구,여,앙골라,0
2525,구로구,여,아르헨티나,1
2526,구로구,여,포르투갈,1
2527,구로구,여,(마카오),0
2528,구로구,여,투르크메니스탄,0
2529,구로구,여,감비아,0
2530,구로구,여,잠비아,0
2531,구로구,여,쿠웨이트,0
2532,구로구,여,과테말라,0
2533,구로구,여,부룬디,0
2534,구로구,여,짐바브웨,0
2535,구로구,여,크로아티아,0
2536,구로구,여,아르메니아,2
2537,구로구,여,리투아니아,0
2538,구로구,여,파라과이,1
2539,구로구,여,브루나이,0
2540,구로구,여,세르비아,0
2541,구로구,여,볼리비아,0
2542,구로구,여,도미니카공화국,0
2543,구로구,여,엘살바도르,0
2544,구로구,여,오만,0
2545,구로구,여,가봉,0
2546,구로구,여,코스타리카,0
2547,구로구,여,파나마,0
2548,구로구,여,슬로바키아,0
2549,구로구,여,팔레스타인,0
2550,구로구,여,피지,0
2551,구로구,여,온두라스,0
2552,구로구,여,몰도바,0
2553,구로구,여,부르키나파소,0
2554,구로구,여,조지아,0
2555,구로구,여,슬로베니아,0
2556,구로구,여,시에라리온,0
2557,구로구,여,자메이카,0
2558,구로구,여,모잠비크,0
2559,구로구,여,라트비아,0
2560,구로구,여,토고,0
2561,구로구,여,레바논,0
2562,구로구,여,니카라과,0
2563,구로구,여,말라위,0
2564,구로구,여,우루과이,0
2565,구로구,여,마다가스카르,0
2566,구로구,여,부탄,0
2567,구로구,여,모리셔스,0
2568,구로구,여,아이티,1
2569,구로구,여,쿠바,0
2570,구로구,여,콩고,0
2571,구로구,여,남수단공화국,0
2572,구로구,여,아이슬란드,0
2573,구로구,여,키프로스,0
2574,구로구,여,알바니아,1
2575,구로구,여,에스토니아,0
2576,구로구,여,트리니다드토바고,0
2577,구로구,여,베냉,0
2578,구로구,여,기니비사우,0
2579,구로구,여,차드,0
2580,구로구,여,에리트레아,0
2581,구로구,여,모리타니,0
2582,구로구,여,(영국외지민),0
2583,구로구,여,룩셈부르크,0
2584,구로구,여,소말리아,0
2585,구로구,여,마케도니아,0
2586,구로구,여,솔로몬군도,0
2587,구로구,여,바레인,0
2588,구로구,여,보츠와나,0
2589,구로구,여,중앙아프리카공화국,0
2590,구로구,여,카타르,0
2591,구로구,여,바하마,0
2592,구로구,여,바베이도스,0
2593,구로구,여,니제르,0
2594,구로구,여,세인트크리스토퍼네비스,0
2595,구로구,여,벨리즈,0
2596,구로구,여,몬테네그로,0
2597,구로구,여,보스니아-헤르체고비나,0
2598,구로구,여,파푸아뉴기니,0
2599,구로구,여,몰타,0
2600,구로구,여,코모로,0
2601,구로구,여,가이아나,0
2602,구로구,여,몰디브,0
2603,구로구,여,레소토,0
2604,구로구,여,수리남,0
2605,구로구,여,코소보,0
2606,구로구,여,스와질란드,0
2607,구로구,여,키리바시,0
2608,구로구,여,통가,0
2609,구로구,여,나우루,0
2610,구로구,여,바누아투,0
2611,구로구,여,세인트루시아,0
2612,구로구,여,팔라우,0
2613,구로구,여,나미비아,0
2614,구로구,여,적도기니,0
2615,구로구,여,도미니카연방,0
2616,구로구,여,카보베르데,0
2617,구로구,여,그레나다,0
2618,구로구,여,기타,1
2619,금천구,남,한국계중국인,8358
2620,금천구,남,중국,1307
2621,금천구,남,베트남,146
2622,금천구,남,우즈베키스탄,11
2623,금천구,남,캄보디아,42
2624,금천구,남,필리핀,70
2625,금천구,남,인도네시아,32
2626,금천구,남,네팔,26
2627,금천구,남,태국,17
2628,금천구,남,스리랑카,11
2629,금천구,남,미국,19
2630,금천구,남,미얀마,37
2631,금천구,남,일본,11
2632,금천구,남,몽골,49
2633,금천구,남,(타이완),33
2634,금천구,남,방글라데시,21
2635,금천구,남,파키스탄,19
2636,금천구,남,카자흐스탄,6
2637,금천구,남,인도,15
2638,금천구,남,러시아(연방),7
2639,금천구,남,캐나다,7
2640,금천구,남,키르기즈,4
2641,금천구,남,영국,3
2642,금천구,남,프랑스,4
2643,금천구,남,이집트,2
2644,금천구,남,우크라이나,0
2645,금천구,남,말레이시아,4
2646,금천구,남,독일,3
2647,금천구,남,나이지리아,0
2648,금천구,남,남아프리카공화국,0
2649,금천구,남,동티모르,0
2650,금천구,남,(홍콩),0
2651,금천구,남,오스트레일리아,2
2652,금천구,남,시리아,0
2653,금천구,남,이란,1
2654,금천구,남,가나,0
2655,금천구,남,사우디아라비아,0
2656,금천구,남,카메룬,0
2657,금천구,남,터키,1
2658,금천구,남,싱가포르,0
2659,금천구,남,뉴질랜드,0
2660,금천구,남,에티오피아,0
2661,금천구,남,브라질,1
2662,금천구,남,노르웨이,0
2663,금천구,남,이탈리아,0
2664,금천구,남,라오스,0
2665,금천구,남,모로코,1
2666,금천구,남,우간다,0
2667,금천구,남,아일랜드,1
2668,금천구,남,한국계러시아인,0
2669,금천구,남,스페인,1
2670,금천구,남,네덜란드,0
2671,금천구,남,멕시코,0
2672,금천구,남,예멘,0
2673,금천구,남,아랍에미리트연합,0
2674,금천구,남,타지키스탄,0
2675,금천구,남,스웨덴,0
2676,금천구,남,폴란드,0
2677,금천구,남,라이베리아,0
2678,금천구,남,케냐,0
2679,금천구,남,이라크,0
2680,금천구,남,요르단,0
2681,금천구,남,세네갈,0
2682,금천구,남,벨기에,0
2683,금천구,남,페루,1
2684,금천구,남,수단,0
2685,금천구,남,콜롬비아,0
2686,금천구,남,아프가니스탄,0
2687,금천구,남,스위스,0
2688,금천구,남,루마니아,0
2689,금천구,남,에콰도르,0
2690,금천구,남,리비아,0
2691,금천구,남,덴마크,0
2692,금천구,남,르완다,0
2693,금천구,남,핀란드,0
2694,금천구,남,그리스,0
2695,금천구,남,벨로루시,0
2696,금천구,남,오스트리아,0
2697,금천구,남,콩고민주공화국,2
2698,금천구,남,탄자니아,0
2699,금천구,남,알제리,0
2700,금천구,남,기니,0
2701,금천구,남,코트디부아르,0
2702,금천구,남,말리,0
2703,금천구,남,튀니지,0
2704,금천구,남,헝가리,0
2705,금천구,남,아제르바이잔,1
2706,금천구,남,이스라엘,0
2707,금천구,남,베네수엘라,0
2708,금천구,남,칠레,0
2709,금천구,남,불가리아,0
2710,금천구,남,체코,0
2711,금천구,남,앙골라,0
2712,금천구,남,아르헨티나,0
2713,금천구,남,포르투갈,1
2714,금천구,남,(마카오),0
2715,금천구,남,투르크메니스탄,0
2716,금천구,남,감비아,0
2717,금천구,남,잠비아,0
2718,금천구,남,쿠웨이트,0
2719,금천구,남,과테말라,0
2720,금천구,남,부룬디,0
2721,금천구,남,짐바브웨,0
2722,금천구,남,크로아티아,0
2723,금천구,남,아르메니아,0
2724,금천구,남,리투아니아,0
2725,금천구,남,파라과이,0
2726,금천구,남,브루나이,0
2727,금천구,남,세르비아,0
2728,금천구,남,볼리비아,0
2729,금천구,남,도미니카공화국,0
2730,금천구,남,엘살바도르,1
2731,금천구,남,오만,0
2732,금천구,남,가봉,0
2733,금천구,남,코스타리카,0
2734,금천구,남,파나마,0
2735,금천구,남,슬로바키아,0
2736,금천구,남,팔레스타인,0
2737,금천구,남,피지,0
2738,금천구,남,온두라스,0
2739,금천구,남,몰도바,0
2740,금천구,남,부르키나파소,0
2741,금천구,남,조지아,0
2742,금천구,남,슬로베니아,0
2743,금천구,남,시에라리온,0
2744,금천구,남,자메이카,0
2745,금천구,남,모잠비크,0
2746,금천구,남,라트비아,0
2747,금천구,남,토고,0
2748,금천구,남,레바논,0
2749,금천구,남,니카라과,0
2750,금천구,남,말라위,0
2751,금천구,남,우루과이,0
2752,금천구,남,마다가스카르,0
2753,금천구,남,부탄,0
2754,금천구,남,모리셔스,0
2755,금천구,남,아이티,0
2756,금천구,남,쿠바,0
2757,금천구,남,콩고,0
2758,금천구,남,남수단공화국,0
2759,금천구,남,아이슬란드,0
2760,금천구,남,키프로스,0
2761,금천구,남,알바니아,0
2762,금천구,남,에스토니아,0
2763,금천구,남,트리니다드토바고,0
2764,금천구,남,베냉,0
2765,금천구,남,기니비사우,0
2766,금천구,남,차드,0
2767,금천구,남,에리트레아,0
2768,금천구,남,모리타니,0
2769,금천구,남,(영국외지민),0
2770,금천구,남,룩셈부르크,0
2771,금천구,남,소말리아,0
2772,금천구,남,마케도니아,0
2773,금천구,남,솔로몬군도,0
2774,금천구,남,바레인,0
2775,금천구,남,보츠와나,0
2776,금천구,남,중앙아프리카공화국,0
2777,금천구,남,카타르,0
2778,금천구,남,바하마,0
2779,금천구,남,바베이도스,0
2780,금천구,남,니제르,0
2781,금천구,남,세인트크리스토퍼네비스,0
2782,금천구,남,벨리즈,0
2783,금천구,남,몬테네그로,0
2784,금천구,남,보스니아-헤르체고비나,0
2785,금천구,남,파푸아뉴기니,0
2786,금천구,남,몰타,0
2787,금천구,남,코모로,0
2788,금천구,남,가이아나,0
2789,금천구,남,몰디브,0
2790,금천구,남,레소토,0
2791,금천구,남,수리남,0
2792,금천구,남,코소보,0
2793,금천구,남,스와질란드,0
2794,금천구,남,키리바시,0
2795,금천구,남,통가,0
2796,금천구,남,나우루,0
2797,금천구,남,바누아투,0
2798,금천구,남,세인트루시아,0
2799,금천구,남,팔라우,0
2800,금천구,남,나미비아,0
2801,금천구,남,적도기니,0
2802,금천구,남,도미니카연방,0
2803,금천구,남,카보베르데,0
2804,금천구,남,그레나다,0
2805,금천구,남,기타,0
2806,금천구,여,한국계중국인,5646
2807,금천구,여,중국,1751
2808,금천구,여,베트남,279
2809,금천구,여,우즈베키스탄,16
2810,금천구,여,캄보디아,25
2811,금천구,여,필리핀,79
2812,금천구,여,인도네시아,6
2813,금천구,여,네팔,15
2814,금천구,여,태국,19
2815,금천구,여,스리랑카,2
2816,금천구,여,미국,14
2817,금천구,여,미얀마,0
2818,금천구,여,일본,69
2819,금천구,여,몽골,43
2820,금천구,여,(타이완),29
2821,금천구,여,방글라데시,2
2822,금천구,여,파키스탄,3
2823,금천구,여,카자흐스탄,0
2824,금천구,여,인도,13
2825,금천구,여,러시아(연방),8
2826,금천구,여,캐나다,4
2827,금천구,여,키르기즈,5
2828,금천구,여,영국,2
2829,금천구,여,프랑스,2
2830,금천구,여,이집트,1
2831,금천구,여,우크라이나,2
2832,금천구,여,말레이시아,2
2833,금천구,여,독일,3
2834,금천구,여,나이지리아,0
2835,금천구,여,남아프리카공화국,1
2836,금천구,여,동티모르,0
2837,금천구,여,(홍콩),6
2838,금천구,여,오스트레일리아,1
2839,금천구,여,시리아,0
2840,금천구,여,이란,0
2841,금천구,여,가나,0
2842,금천구,여,사우디아라비아,0
2843,금천구,여,카메룬,0
2844,금천구,여,터키,2
2845,금천구,여,싱가포르,0
2846,금천구,여,뉴질랜드,0
2847,금천구,여,에티오피아,0
2848,금천구,여,브라질,0
2849,금천구,여,노르웨이,0
2850,금천구,여,이탈리아,1
2851,금천구,여,라오스,1
2852,금천구,여,모로코,0
2853,금천구,여,우간다,0
2854,금천구,여,아일랜드,0
2855,금천구,여,한국계러시아인,1
2856,금천구,여,스페인,0
2857,금천구,여,네덜란드,0
2858,금천구,여,멕시코,0
2859,금천구,여,예멘,0
2860,금천구,여,아랍에미리트연합,0
2861,금천구,여,타지키스탄,0
2862,금천구,여,스웨덴,0
2863,금천구,여,폴란드,0
2864,금천구,여,라이베리아,0
2865,금천구,여,케냐,0
2866,금천구,여,이라크,0
2867,금천구,여,요르단,0
2868,금천구,여,세네갈,0
2869,금천구,여,벨기에,0
2870,금천구,여,페루,1
2871,금천구,여,수단,0
2872,금천구,여,콜롬비아,2
2873,금천구,여,아프가니스탄,0
2874,금천구,여,스위스,0
2875,금천구,여,루마니아,0
2876,금천구,여,에콰도르,0
2877,금천구,여,리비아,0
2878,금천구,여,덴마크,0
2879,금천구,여,르완다,0
2880,금천구,여,핀란드,0
2881,금천구,여,그리스,0
2882,금천구,여,벨로루시,1
2883,금천구,여,오스트리아,0
2884,금천구,여,콩고민주공화국,2
2885,금천구,여,탄자니아,0
2886,금천구,여,알제리,0
2887,금천구,여,기니,0
2888,금천구,여,코트디부아르,0
2889,금천구,여,말리,0
2890,금천구,여,튀니지,0
2891,금천구,여,헝가리,0
2892,금천구,여,아제르바이잔,0
2893,금천구,여,이스라엘,0
2894,금천구,여,베네수엘라,0
2895,금천구,여,칠레,0
2896,금천구,여,불가리아,0
2897,금천구,여,체코,0
2898,금천구,여,앙골라,0
2899,금천구,여,아르헨티나,0
2900,금천구,여,포르투갈,0
2901,금천구,여,(마카오),0
2902,금천구,여,투르크메니스탄,0
2903,금천구,여,감비아,0
2904,금천구,여,잠비아,0
2905,금천구,여,쿠웨이트,0
2906,금천구,여,과테말라,0
2907,금천구,여,부룬디,0
2908,금천구,여,짐바브웨,0
2909,금천구,여,크로아티아,0
2910,금천구,여,아르메니아,0
2911,금천구,여,리투아니아,0
2912,금천구,여,파라과이,0
2913,금천구,여,브루나이,0
2914,금천구,여,세르비아,0
2915,금천구,여,볼리비아,0
2916,금천구,여,도미니카공화국,0
2917,금천구,여,엘살바도르,0
2918,금천구,여,오만,0
2919,금천구,여,가봉,0
2920,금천구,여,코스타리카,0
2921,금천구,여,파나마,0
2922,금천구,여,슬로바키아,0
2923,금천구,여,팔레스타인,0
2924,금천구,여,피지,0
2925,금천구,여,온두라스,0
2926,금천구,여,몰도바,0
2927,금천구,여,부르키나파소,0
2928,금천구,여,조지아,0
2929,금천구,여,슬로베니아,0
2930,금천구,여,시에라리온,0
2931,금천구,여,자메이카,0
2932,금천구,여,모잠비크,0
2933,금천구,여,라트비아,0
2934,금천구,여,토고,0
2935,금천구,여,레바논,0
2936,금천구,여,니카라과,0
2937,금천구,여,말라위,0
2938,금천구,여,우루과이,0
2939,금천구,여,마다가스카르,0
2940,금천구,여,부탄,0
2941,금천구,여,모리셔스,0
2942,금천구,여,아이티,0
2943,금천구,여,쿠바,0
2944,금천구,여,콩고,0
2945,금천구,여,남수단공화국,0
2946,금천구,여,아이슬란드,0
2947,금천구,여,키프로스,0
2948,금천구,여,알바니아,0
2949,금천구,여,에스토니아,0
2950,금천구,여,트리니다드토바고,0
2951,금천구,여,베냉,0
2952,금천구,여,기니비사우,0
2953,금천구,여,차드,0
2954,금천구,여,에리트레아,0
2955,금천구,여,모리타니,0
2956,금천구,여,(영국외지민),0
2957,금천구,여,룩셈부르크,0
2958,금천구,여,소말리아,0
2959,금천구,여,마케도니아,0
2960,금천구,여,솔로몬군도,0
2961,금천구,여,바레인,0
2962,금천구,여,보츠와나,0
2963,금천구,여,중앙아프리카공화국,0
2964,금천구,여,카타르,0
2965,금천구,여,바하마,0
2966,금천구,여,바베이도스,0
2967,금천구,여,니제르,0
2968,금천구,여,세인트크리스토퍼네비스,0
2969,금천구,여,벨리즈,0
2970,금천구,여,몬테네그로,0
2971,금천구,여,보스니아-헤르체고비나,0
2972,금천구,여,파푸아뉴기니,0
2973,금천구,여,몰타,0
2974,금천구,여,코모로,0
2975,금천구,여,가이아나,0
2976,금천구,여,몰디브,0
2977,금천구,여,레소토,0
2978,금천구,여,수리남,0
2979,금천구,여,코소보,0
2980,금천구,여,스와질란드,0
2981,금천구,여,키리바시,0
2982,금천구,여,통가,0
2983,금천구,여,나우루,0
2984,금천구,여,바누아투,0
2985,금천구,여,세인트루시아,0
2986,금천구,여,팔라우,0
2987,금천구,여,나미비아,0
2988,금천구,여,적도기니,0
2989,금천구,여,도미니카연방,0
2990,금천구,여,카보베르데,0
2991,금천구,여,그레나다,0
2992,금천구,여,기타,0
2993,노원구,남,한국계중국인,281
2994,노원구,남,중국,413
2995,노원구,남,베트남,123
2996,노원구,남,우즈베키스탄,57
2997,노원구,남,캄보디아,6
2998,노원구,남,필리핀,19
2999,노원구,남,인도네시아,10
3000,노원구,남,네팔,9
3001,노원구,남,태국,8
3002,노원구,남,스리랑카,1
3003,노원구,남,미국,117
3004,노원구,남,미얀마,4
3005,노원구,남,일본,24
3006,노원구,남,몽골,128
3007,노원구,남,(타이완),42
3008,노원구,남,방글라데시,11
3009,노원구,남,파키스탄,6
3010,노원구,남,카자흐스탄,3
3011,노원구,남,인도,35
3012,노원구,남,러시아(연방),11
3013,노원구,남,캐나다,41
3014,노원구,남,키르기즈,0
3015,노원구,남,영국,19
3016,노원구,남,프랑스,13
3017,노원구,남,이집트,4
3018,노원구,남,우크라이나,4
3019,노원구,남,말레이시아,0
3020,노원구,남,독일,14
3021,노원구,남,나이지리아,3
3022,노원구,남,남아프리카공화국,6
3023,노원구,남,동티모르,0
3024,노원구,남,(홍콩),2
3025,노원구,남,오스트레일리아,6
3026,노원구,남,시리아,0
3027,노원구,남,이란,2
3028,노원구,남,가나,1
3029,노원구,남,사우디아라비아,17
3030,노원구,남,카메룬,1
3031,노원구,남,터키,5
3032,노원구,남,싱가포르,0
3033,노원구,남,뉴질랜드,5
3034,노원구,남,에티오피아,3
3035,노원구,남,브라질,7
3036,노원구,남,노르웨이,0
3037,노원구,남,이탈리아,2
3038,노원구,남,라오스,0
3039,노원구,남,모로코,1
3040,노원구,남,우간다,0
3041,노원구,남,아일랜드,7
3042,노원구,남,한국계러시아인,0
3043,노원구,남,스페인,4
3044,노원구,남,네덜란드,6
3045,노원구,남,멕시코,3
3046,노원구,남,예멘,0
3047,노원구,남,아랍에미리트연합,0
3048,노원구,남,타지키스탄,1
3049,노원구,남,스웨덴,0
3050,노원구,남,폴란드,0
3051,노원구,남,라이베리아,0
