"id","location","gender","country","country_total"
503,강동구,남,토고,0
504,강동구,남,레바논,0
505,강동구,남,니카라과,0
506,강동구,남,말라위,0
507,강동구,남,우루과이,1
508,강동구,남,마다가스카르,0
509,강동구,남,부탄,0
510,강동구,남,모리셔스,0
511,강동구,남,아이티,1
512,강동구,남,쿠바,0
513,강동구,남,콩고,0
514,강동구,남,남수단공화국,0
515,강동구,남,아이슬란드,0
516,강동구,남,키프로스,0
517,강동구,남,알바니아,1
518,강동구,남,에스토니아,0
519,강동구,남,트리니다드토바고,0
520,강동구,남,베냉,0
521,강동구,남,기니비사우,0
522,강동구,남,차드,0
523,강동구,남,에리트레아,0
524,강동구,남,모리타니,0
525,강동구,남,(영국외지민),0
526,강동구,남,룩셈부르크,0
527,강동구,남,소말리아,0
528,강동구,남,마케도니아,0
529,강동구,남,솔로몬군도,0
530,강동구,남,바레인,0
531,강동구,남,보츠와나,0
532,강동구,남,중앙아프리카공화국,0
533,강동구,남,카타르,0
534,강동구,남,바하마,0
535,강동구,남,바베이도스,0
536,강동구,남,니제르,0
537,강동구,남,세인트크리스토퍼네비스,0
538,강동구,남,벨리즈,0
539,강동구,남,몬테네그로,0
540,강동구,남,보스니아-헤르체고비나,0
541,강동구,남,파푸아뉴기니,0
542,강동구,남,몰타,0
543,강동구,남,코모로,0
544,강동구,남,가이아나,0
545,강동구,남,몰디브,0
546,강동구,남,레소토,0
547,강동구,남,수리남,0
548,강동구,남,코소보,0
549,강동구,남,스와질란드,0
550,강동구,남,키리바시,0
551,강동구,남,통가,0
552,강동구,남,나우루,0
553,강동구,남,바누아투,0
554,강동구,남,세인트루시아,0
555,강동구,남,팔라우,0
556,강동구,남,나미비아,0
557,강동구,남,적도기니,0
558,강동구,남,도미니카연방,0
559,강동구,남,카보베르데,0
560,강동구,남,그레나다,0
561,강동구,남,기타,1
562,강동구,여,한국계중국인,1003
563,강동구,여,중국,465
564,강동구,여,베트남,241
565,강동구,여,우즈베키스탄,20
566,강동구,여,캄보디아,15
567,강동구,여,필리핀,59
568,강동구,여,인도네시아,7
569,강동구,여,네팔,3
570,강동구,여,태국,20
571,강동구,여,스리랑카,1
572,강동구,여,미국,59
573,강동구,여,미얀마,0
574,강동구,여,일본,121
575,강동구,여,몽골,79
576,강동구,여,(타이완),31
577,강동구,여,방글라데시,1
578,강동구,여,파키스탄,13
579,강동구,여,카자흐스탄,4
580,강동구,여,인도,1
581,강동구,여,러시아(연방),9
582,강동구,여,캐나다,17
583,강동구,여,키르기즈,6
584,강동구,여,영국,3
585,강동구,여,프랑스,0
586,강동구,여,이집트,0
587,강동구,여,우크라이나,0
588,강동구,여,말레이시아,5
589,강동구,여,독일,0
590,강동구,여,나이지리아,0
591,강동구,여,남아프리카공화국,4
592,강동구,여,동티모르,0
593,강동구,여,(홍콩),2
594,강동구,여,오스트레일리아,4
595,강동구,여,시리아,0
596,강동구,여,이란,3
597,강동구,여,가나,1
598,강동구,여,사우디아라비아,2
599,강동구,여,카메룬,0
600,강동구,여,터키,0
601,강동구,여,싱가포르,0
602,강동구,여,뉴질랜드,1
603,강동구,여,에티오피아,0
604,강동구,여,브라질,0
605,강동구,여,노르웨이,0
606,강동구,여,이탈리아,3
607,강동구,여,라오스,1
608,강동구,여,모로코,0
609,강동구,여,우간다,0
610,강동구,여,아일랜드,1
611,강동구,여,한국계러시아인,1
612,강동구,여,스페인,1
613,강동구,여,네덜란드,0
614,강동구,여,멕시코,0
615,강동구,여,예멘,0
616,강동구,여,아랍에미리트연합,0
617,강동구,여,타지키스탄,0
618,강동구,여,스웨덴,1
619,강동구,여,폴란드,0
620,강동구,여,라이베리아,0
621,강동구,여,케냐,0
622,강동구,여,이라크,0
623,강동구,여,요르단,0
624,강동구,여,세네갈,0
625,강동구,여,벨기에,0
626,강동구,여,페루,1
627,강동구,여,수단,0
628,강동구,여,콜롬비아,0
629,강동구,여,아프가니스탄,0
630,강동구,여,스위스,0
631,강동구,여,루마니아,1
632,강동구,여,에콰도르,0
633,강동구,여,리비아,0
634,강동구,여,덴마크,0
635,강동구,여,르완다,0
636,강동구,여,핀란드,0
637,강동구,여,그리스,0
638,강동구,여,벨로루시,0
639,강동구,여,오스트리아,0
640,강동구,여,콩고민주공화국,0
641,강동구,여,탄자니아,0
642,강동구,여,알제리,0
643,강동구,여,기니,0
644,강동구,여,코트디부아르,0
645,강동구,여,말리,0
646,강동구,여,튀니지,1
647,강동구,여,헝가리,0
648,강동구,여,아제르바이잔,0
649,강동구,여,이스라엘,0
650,강동구,여,베네수엘라,0
651,강동구,여,칠레,0
652,강동구,여,불가리아,0
653,강동구,여,체코,0
654,강동구,여,앙골라,0
655,강동구,여,아르헨티나,1
656,강동구,여,포르투갈,0
657,강동구,여,(마카오),0
658,강동구,여,투르크메니스탄,0
659,강동구,여,감비아,0
660,강동구,여,잠비아,0
661,강동구,여,쿠웨이트,0
662,강동구,여,과테말라,0
663,강동구,여,부룬디,0
664,강동구,여,짐바브웨,0
665,강동구,여,크로아티아,0
666,강동구,여,아르메니아,0
667,강동구,여,리투아니아,0
668,강동구,여,파라과이,0
669,강동구,여,브루나이,0
670,강동구,여,세르비아,2
671,강동구,여,볼리비아,0
672,강동구,여,도미니카공화국,0
673,강동구,여,엘살바도르,0
674,강동구,여,오만,0
675,강동구,여,가봉,0
676,강동구,여,코스타리카,0
677,강동구,여,파나마,0
678,강동구,여,슬로바키아,0
679,강동구,여,팔레스타인,0
680,강동구,여,피지,0
681,강동구,여,온두라스,0
682,강동구,여,몰도바,0
683,강동구,여,부르키나파소,0
684,강동구,여,조지아,0
685,강동구,여,슬로베니아,0
686,강동구,여,시에라리온,0
687,강동구,여,자메이카,0
688,강동구,여,모잠비크,0
689,강동구,여,라트비아,0
690,강동구,여,토고,0
691,강동구,여,레바논,0
692,강동구,여,니카라과,0
693,강동구,여,말라위,0
694,강동구,여,우루과이,0
695,강동구,여,마다가스카르,0
696,강동구,여,부탄,0
697,강동구,여,모리셔스,0
698,강동구,여,아이티,0
699,강동구,여,쿠바,0
700,강동구,여,콩고,0
701,강동구,여,남수단공화국,0
702,강동구,여,아이슬란드,0
703,강동구,여,키프로스,0
704,강동구,여,알바니아,0
705,강동구,여,에스토니아,0
706,강동구,여,트리니다드토바고,0
707,강동구,여,베냉,0
708,강동구,여,기니비사우,0
709,강동구,여,차드,0
710,강동구,여,에리트레아,0
711,강동구,여,모리타니,0
712,강동구,여,(영국외지민),0
713,강동구,여,룩셈부르크,0
714,강동구,여,소말리아,0
715,강동구,여,마케도니아,0
716,강동구,여,솔로몬군도,0
717,강동구,여,바레인,0
718,강동구,여,보츠와나,0
719,강동구,여,중앙아프리카공화국,0
720,강동구,여,카타르,0
721,강동구,여,바하마,0
722,강동구,여,바베이도스,0
723,강동구,여,니제르,0
724,강동구,여,세인트크리스토퍼네비스,0
725,강동구,여,벨리즈,0
726,강동구,여,몬테네그로,0
727,강동구,여,보스니아-헤르체고비나,0
728,강동구,여,파푸아뉴기니,0
729,강동구,여,몰타,0
730,강동구,여,코모로,0
731,강동구,여,가이아나,0
732,강동구,여,몰디브,0
733,강동구,여,레소토,0
734,강동구,여,수리남,0
735,강동구,여,코소보,0
736,강동구,여,스와질란드,0
737,강동구,여,키리바시,0
738,강동구,여,통가,0
739,강동구,여,나우루,0
740,강동구,여,바누아투,0
741,강동구,여,세인트루시아,0
742,강동구,여,팔라우,0
743,강동구,여,나미비아,0
744,강동구,여,적도기니,0
745,강동구,여,도미니카연방,0
746,강동구,여,카보베르데,0
747,강동구,여,그레나다,0
748,강동구,여,기타,0
749,강북구,남,한국계중국인,576
750,강북구,남,중국,263
751,강북구,남,베트남,69
752,강북구,남,우즈베키스탄,14
753,강북구,남,캄보디아,1
754,강북구,남,필리핀,21
755,강북구,남,인도네시아,3
756,강북구,남,네팔,17
757,강북구,남,태국,3
758,강북구,남,스리랑카,0
759,강북구,남,미국,49
760,강북구,남,미얀마,3
761,강북구,남,일본,13
762,강북구,남,몽골,116
763,강북구,남,(타이완),44
764,강북구,남,방글라데시,5
765,강북구,남,파키스탄,14
766,강북구,남,카자흐스탄,2
767,강북구,남,인도,10
768,강북구,남,러시아(연방),4
769,강북구,남,캐나다,20
770,강북구,남,키르기즈,1
771,강북구,남,영국,7
772,강북구,남,프랑스,8
773,강북구,남,이집트,1
774,강북구,남,우크라이나,0
775,강북구,남,말레이시아,0
776,강북구,남,독일,0
777,강북구,남,나이지리아,0
778,강북구,남,남아프리카공화국,4
779,강북구,남,동티모르,0
780,강북구,남,(홍콩),2
781,강북구,남,오스트레일리아,3
782,강북구,남,시리아,1
783,강북구,남,이란,13
784,강북구,남,가나,1
785,강북구,남,사우디아라비아,14
786,강북구,남,카메룬,0
787,강북구,남,터키,2
788,강북구,남,싱가포르,0
789,강북구,남,뉴질랜드,3
790,강북구,남,에티오피아,0
791,강북구,남,브라질,0
792,강북구,남,노르웨이,0
793,강북구,남,이탈리아,0
794,강북구,남,라오스,0
795,강북구,남,모로코,0
796,강북구,남,우간다,0
797,강북구,남,아일랜드,6
798,강북구,남,한국계러시아인,1
799,강북구,남,스페인,5
800,강북구,남,네덜란드,1
801,강북구,남,멕시코,0
802,강북구,남,예멘,0
803,강북구,남,아랍에미리트연합,0
804,강북구,남,타지키스탄,0
805,강북구,남,스웨덴,0
806,강북구,남,폴란드,2
807,강북구,남,라이베리아,0
808,강북구,남,케냐,0
809,강북구,남,이라크,0
810,강북구,남,요르단,0
811,강북구,남,세네갈,0
812,강북구,남,벨기에,0
813,강북구,남,페루,0
814,강북구,남,수단,0
815,강북구,남,콜롬비아,0
816,강북구,남,아프가니스탄,0
817,강북구,남,스위스,1
818,강북구,남,루마니아,0
819,강북구,남,에콰도르,0
820,강북구,남,리비아,0
821,강북구,남,덴마크,0
822,강북구,남,르완다,0
823,강북구,남,핀란드,0
824,강북구,남,그리스,0
825,강북구,남,벨로루시,0
826,강북구,남,오스트리아,0
827,강북구,남,콩고민주공화국,0
828,강북구,남,탄자니아,0
829,강북구,남,알제리,0
830,강북구,남,기니,1
831,강북구,남,코트디부아르,0
832,강북구,남,말리,1
833,강북구,남,튀니지,0
834,강북구,남,헝가리,1
835,강북구,남,아제르바이잔,0
836,강북구,남,이스라엘,1
837,강북구,남,베네수엘라,1
838,강북구,남,칠레,1
839,강북구,남,불가리아,0
840,강북구,남,체코,1
841,강북구,남,앙골라,0
842,강북구,남,아르헨티나,1
843,강북구,남,포르투갈,0
844,강북구,남,(마카오),0
845,강북구,남,투르크메니스탄,0
846,강북구,남,감비아,0
847,강북구,남,잠비아,0
848,강북구,남,쿠웨이트,0
849,강북구,남,과테말라,0
850,강북구,남,부룬디,0
851,강북구,남,짐바브웨,0
852,강북구,남,크로아티아,0
853,강북구,남,아르메니아,0
854,강북구,남,리투아니아,1
855,강북구,남,파라과이,0
856,강북구,남,브루나이,0
857,강북구,남,세르비아,0
858,강북구,남,볼리비아,0
859,강북구,남,도미니카공화국,0
860,강북구,남,엘살바도르,0
861,강북구,남,오만,0
862,강북구,남,가봉,0
863,강북구,남,코스타리카,0
864,강북구,남,파나마,0
865,강북구,남,슬로바키아,0
866,강북구,남,팔레스타인,0
867,강북구,남,피지,0
868,강북구,남,온두라스,0
869,강북구,남,몰도바,0
870,강북구,남,부르키나파소,0
871,강북구,남,조지아,0
872,강북구,남,슬로베니아,0
873,강북구,남,시에라리온,0
874,강북구,남,자메이카,1
875,강북구,남,모잠비크,0
876,강북구,남,라트비아,0
877,강북구,남,토고,0
878,강북구,남,레바논,0
879,강북구,남,니카라과,0
880,강북구,남,말라위,0
881,강북구,남,우루과이,0
882,강북구,남,마다가스카르,0
883,강북구,남,부탄,0
884,강북구,남,모리셔스,0
885,강북구,남,아이티,0
886,강북구,남,쿠바,0
887,강북구,남,콩고,0
888,강북구,남,남수단공화국,0
889,강북구,남,아이슬란드,0
890,강북구,남,키프로스,0
891,강북구,남,알바니아,0
892,강북구,남,에스토니아,0
893,강북구,남,트리니다드토바고,0
894,강북구,남,베냉,0
895,강북구,남,기니비사우,0
896,강북구,남,차드,0
897,강북구,남,에리트레아,0
898,강북구,남,모리타니,0
899,강북구,남,(영국외지민),0
900,강북구,남,룩셈부르크,0
